movieId,rating_count,rating_mean,first_rating_at,last_rating_at
75,526,2.4297,1996-02-02 12:37:08,2018-07-29 01:42:55
76,3235,3.01,1996-02-01 14:34:24,2019-11-05 15:51:18
77,211,3.4028,1996-02-15 13:00:07,2019-07-02 04:27:05
78,1129,3.1528,1996-02-01 14:34:00,2019-11-20 01:28:39
79,5061,3.1199,1996-02-01 14:34:19,2019-10-30 04:01:31
80,515,3.7495,1996-03-28 08:55:52,2019-09-03 16:30:21
81,3007,3.2527,1996-02-02 12:36:27,2019-09-26 12:49:07
82,2288,3.9924,1996-03-29 11:10:13,2019-11-03 03:16:03
83,537,3.6443,1996-02-01 14:34:19,2016-07-03 05:13:23
84,141,3.3582,1996-02-23 12:55:55,2016-07-03 05:13:14
85,2441,3.5268,1996-02-15 12:59:57,2019-10-23 03:10:51
86,3921,3.4767,1996-02-01 14:34:02,2019-10-04 09:51:24
87,938,2.3497,1996-02-01 14:34:05,2019-09-06 14:25:51
88,4730,3.1072,1996-02-23 12:55:56,2019-11-17 02:03:03
89,3095,3.1294,1996-02-05 09:54:08,2019-11-20 16:58:17
90,201,3.3333,1996-04-03 10:30:38,2019-09-04 20:16:09
92,2114,2.85,1996-02-23 12:55:59,2019-07-30 21:58:27
93,1936,2.492,1996-02-19 14:49:19,2019-10-28 05:55:16
94,3760,3.5279,1996-02-22 17:26:08,2019-11-09 21:24:07
95,20642,3.0772,1996-02-12 07:11:33,2019-11-10 17:04:38
96,444,3.7005,1996-02-23 12:55:59,2019-06-19 22:28:32
97,2615,3.9862,1996-06-15 08:08:12,2019-11-09 21:29:05
98,83,2.5964,1996-05-30 02:55:21,2019-03-26 08:38:14
99,668,3.101,1996-02-22 16:31:30,2019-04-14 22:42:49
100,3770,3.2212,1996-02-15 13:00:08,2019-11-13 13:07:59
101,4438,3.7674,1996-03-18 06:21:17,2019-11-17 20:55:52
102,1841,2.4106,1996-02-10 08:06:13,2019-11-17 22:29:08
103,1046,3.2553,1996-02-28 07:14:40,2019-03-11 15:17:32
104,19190,3.3944,1996-02-19 14:49:54,2019-11-19 23:28:03
105,9006,3.3332,1996-02-09 12:06:50,2019-11-07 23:52:02
106,125,3.436,1996-04-29 11:41:24,2018-01-28 21:02:12
107,6015,3.2169,1996-02-19 14:49:59,2019-11-14 03:39:55
108,115,3.0739,1996-06-07 08:53:40,2006-12-09 15:30:25
109,16,2.0625,1996-02-23 12:56:00,2008-03-18 17:13:10
110,59184,4.0023,1996-02-17 12:17:36,2019-11-20 18:53:26
111,29133,4.0835,1996-02-17 12:17:39,2019-11-20 16:44:32
112,10958,3.4062,1996-02-23 12:56:00,2019-11-15 22:55:21
113,990,3.101,1996-03-27 13:01:07,2019-05-30 11:03:55
114,230,3.5891,1996-05-17 06:02:18,2018-07-22 14:23:24
115,43,3.5349,1996-02-23 12:56:00,2019-09-20 21:21:28
116,875,3.9114,1996-02-23 12:56:00,2019-04-16 01:12:33
117,1142,3.5744,1996-02-22 16:34:40,2019-11-20 23:22:06
118,1030,2.9854,1996-03-16 07:52:08,2019-09-01 20:00:20
119,246,2.7337,1996-05-01 13:21:58,2019-09-04 08:03:07
120,142,2.8415,1996-03-27 19:05:37,2018-07-20 08:53:38
121,764,3.7487,1996-04-27 00:31:40,2019-04-19 15:19:59
122,3588,2.8594,1996-03-29 22:32:27,2019-10-04 09:51:21
123,2607,3.9914,1996-03-12 09:51:04,2019-11-13 04:01:31
124,298,3.4966,1996-04-03 10:30:39,2019-10-03 10:50:12
125,3231,3.7442,1996-03-28 10:07:16,2019-11-20 03:08:28
126,1329,2.3187,1996-02-26 18:39:40,2019-10-25 01:30:23
127,41,3.1098,1996-10-23 11:08:35,2018-08-19 14:33:33
128,71,3.4859,1996-10-23 11:09:51,2019-03-16 01:37:10
129,172,3.1395,1996-09-05 12:34:13,2019-03-16 02:54:45
130,42,3.2262,1997-02-03 20:41:44,2019-04-08 18:11:49
131,169,3.3107,1996-03-30 01:25:18,2015-12-18 06:39:15
132,1925,2.7779,1996-03-25 16:37:33,2019-10-04 09:51:23
133,20,2.6,1996-05-12 11:29:15,2019-02-26 11:20:44
134,31,3.4516,1996-02-23 12:56:00,2019-02-26 11:20:44
135,5932,3.0019,1996-03-03 18:45:41,2019-11-17 02:02:27
136,90,3.6278,1996-05-10 13:58:21,2017-05-26 20:49:01
137,206,3.2549,1996-03-31 13:46:51,2016-03-11 00:27:11
138,123,3.2276,1996-04-01 04:26:41,2018-06-04 04:42:00
139,36,3.1111,1996-03-30 21:47:01,2009-06-20 03:59:31
140,4553,3.2873,1996-03-12 09:51:04,2019-10-31 19:55:49
141,20757,3.5102,1996-03-10 05:56:33,2019-11-17 17:41:19
142,37,3.0135,1996-03-28 22:02:54,2008-02-05 18:44:31
143,14,1.9286,1996-10-23 11:10:23,2017-08-16 06:50:51
144,4097,3.465,1996-02-29 12:38:17,2019-11-17 02:03:38
145,12796,3.2755,1996-03-14 04:20:18,2019-11-20 19:20:16
146,551,2.9029,1996-03-27 19:23:03,2019-08-28 01:08:20
147,4222,3.5834,1996-03-05 08:19:47,2019-11-20 20:03:14
148,335,2.909,1996-03-21 11:28:07,2019-03-04 16:11:19
149,1007,3.6867,1996-03-08 21:11:46,2019-07-27 03:07:35
150,48377,3.8736,1996-03-02 17:52:30,2019-11-19 20:25:14
151,11595,3.5314,1996-03-05 08:19:47,2019-11-08 23:17:30
152,638,3.087,1996-05-30 18:45:21,2019-11-20 01:31:25
153,31101,2.8717,1996-03-02 18:04:27,2019-11-18 21:25:53
154,2889,3.7868,1996-03-05 08:19:45,2019-11-12 07:52:41
155,1168,3.4084,1996-03-21 07:50:43,2019-04-08 22:30:06
156,1521,3.5089,1996-05-20 02:54:34,2019-04-21 10:23:09
157,2432,2.7942,1996-03-02 18:09:18,2019-11-17 02:04:54
158,12589,2.9215,1996-03-02 17:52:31,2019-11-14 21:58:55
159,2209,3.4178,1996-03-15 23:06:11,2019-11-17 19:30:15
160,13853,2.6022,1996-03-05 15:08:44,2019-11-17 17:54:25
161,22340,3.7399,1996-03-02 18:04:27,2019-11-17 20:57:22
162,5633,4.0081,1996-03-27 16:17:13,2019-11-08 00:02:28
163,14216,3.4393,1996-03-08 22:53:42,2019-11-18 21:25:54
164,4011,3.4523,1996-03-26 17:36:35,2019-11-10 12:55:36
165,33731,3.5066,1996-03-02 18:04:27,2019-11-19 20:26:20
166,683,2.8441,1996-05-21 13:25:44,2019-09-28 10:26:53
167,72,3.0764,1996-05-10 11:01:28,2019-08-24 18:51:38
168,11309,3.0819,1996-03-02 18:04:27,2019-11-17 17:11:01
169,3172,2.2695,1996-03-20 14:56:59,2019-11-17 17:12:31
170,7721,3.2157,1996-03-14 09:07:19,2019-11-17 05:59:40
171,1297,3.5998,1996-03-13 23:58:39,2019-10-23 01:58:53
172,12156,2.7516,1996-03-02 18:04:27,2019-11-20 20:52:20
173,14758,2.5554,1996-03-08 21:09:04,2019-11-16 22:35:43
174,1932,2.4493,1996-03-14 09:07:20,2019-11-17 02:05:26
175,4744,3.5078,1996-03-15 23:06:11,2019-11-17 03:22:47
176,2203,3.8491,1996-05-06 12:08:59,2019-10-24 13:01:00
177,2149,2.8893,1996-03-22 12:29:22,2019-11-20 01:24:40
178,453,3.3929,1996-03-27 16:17:14,2019-03-06 21:54:53
179,1119,2.7306,1996-03-02 18:04:27,2019-09-27 22:19:33
180,8366,3.5758,1996-03-21 10:04:52,2019-11-20 02:43:04
181,2539,1.9535,1996-03-16 11:20:42,2019-11-08 23:29:02
182,636,3.0755,1996-03-28 19:46:35,2018-11-11 00:13:13
183,581,3.3623,1996-03-27 00:48:24,2019-09-13 01:10:42
184,313,3.0671,1996-03-27 16:17:14,2019-11-20 01:43:52
185,23018,3.1029,1996-03-02 18:04:28,2019-11-13 19:58:20
186,10419,2.8772,1996-03-02 17:52:32,2019-11-20 02:38:28
187,875,3.4314,1996-06-16 23:03:09,2019-04-27 21:28:32
188,2390,3.3335,1996-03-27 13:23:53,2019-11-11 20:34:46
189,304,2.9918,1996-05-07 01:29:49,2013-01-21 18:29:44
190,953,3.5782,1996-05-07 12:48:45,2019-11-20 01:29:27
191,1555,2.6846,1996-04-15 14:01:40,2019-11-13 05:15:11
192,79,3.038,1996-05-05 09:06:47,2010-07-06 19:22:56
193,7142,2.2478,1996-03-02 17:52:32,2019-11-20 15:42:04
194,5459,3.8443,1996-04-03 13:47:37,2019-10-09 09:06:38
195,2938,3.0779,1996-03-14 17:26:26,2019-09-29 18:10:53
196,12993,2.836,1996-03-14 15:09:55,2019-11-20 01:18:31
197,99,3.0556,1996-05-23 18:23:50,2015-07-05 22:28:22
198,8646,3.418,1996-03-28 21:27:16,2019-11-20 01:19:40
199,1507,3.7701,1996-04-08 17:02:00,2019-11-10 01:20:06
200,315,2.8222,1996-03-28 15:05:42,2019-03-16 02:34:15
201,343,3.0015,1996-05-05 09:06:47,2018-07-30 08:16:29
202,414,3.0543,1996-05-16 00:46:23,2019-11-02 03:32:49
203,5060,3.1462,1996-03-02 17:52:32,2019-10-24 00:39:25
204,7882,2.9266,1996-03-02 18:04:28,2019-11-17 00:38:10
205,1213,3.5,1996-04-10 09:02:20,2019-11-20 01:26:59
206,936,3.4487,1996-03-28 19:47:12,2018-05-26 10:11:49
207,5018,3.3733,1996-03-19 23:47:34,2019-10-31 16:14:50
208,27377,2.8652,1996-03-12 15:14:54,2019-11-19 20:27:03
209,681,2.8106,1996-04-24 23:23:38,2019-10-04 09:51:23
210,447,2.887,1996-05-28 06:21:23,2019-03-08 21:27:04
211,526,3.5846,1996-03-28 19:46:34,2019-05-13 12:11:24
212,426,2.5657,1996-03-27 19:23:03,2019-10-20 01:26:29
213,1753,4.0165,1996-03-05 15:08:44,2019-11-19 10:08:53
214,890,4.027,1996-03-21 11:28:07,2019-11-09 02:37:26
215,6582,3.9148,1996-03-01 00:00:00,2019-11-18 12:09:08
216,9048,3.2408,1996-03-05 15:08:44,2019-11-20 01:19:33
217,940,2.7282,1996-03-02 17:52:32,2019-10-03 18:55:54
218,3864,3.2858,1996-03-05 08:24:43,2019-06-15 04:12:17
219,589,3.6061,1996-03-20 08:24:08,2019-11-14 21:01:03
220,290,2.4483,1996-04-13 12:58:32,2019-09-28 01:55:43
222,5374,3.5285,1996-03-05 08:19:45,2019-10-26 19:53:54
223,24050,3.8472,1996-03-01 00:00:00,2019-11-19 07:53:21
224,7809,3.445,1996-03-05 08:19:45,2019-10-30 16:48:14
225,11592,3.284,1996-03-01 00:00:00,2019-11-20 13:48:33
226,37,2.7838,1996-03-31 20:53:45,2007-11-10 20:42:04
227,4189,3.0618,1996-03-01 00:00:00,2019-08-24 14:41:08
228,436,2.6915,1996-03-02 23:53:42,2019-02-23 21:02:55
229,2256,3.5625,1996-03-01 00:00:00,2019-11-13 20:08:25
230,6729,3.5882,1996-03-05 15:08:44,2019-11-13 19:55:16
231,31843,2.965,1996-03-01 00:00:00,2019-11-20 21:17:04
232,5620,4.0279,1996-03-01 00:00:00,2019-11-20 01:21:06
233,3204,3.5331,1996-03-01 00:00:00,2019-11-11 21:11:03
234,2952,2.6704,1996-03-02 23:53:42,2019-10-04 09:51:22
235,15582,3.6644,1996-03-01 00:00:00,2019-11-12 11:17:02
236,11357,3.315,1996-03-02 17:52:31,2019-11-13 20:01:56
237,5770,3.2214,1996-03-05 15:08:44,2019-07-24 06:53:49
238,766,3.1658,1996-03-14 04:20:18,2019-03-18 02:28:06
239,3368,3.0852,1996-03-18 08:16:10,2019-11-21 04:46:30
240,779,2.9108,1996-03-28 15:05:41,2019-11-20 01:30:30
241,536,3.0261,1996-03-20 08:24:08,2019-10-10 02:22:32
242,1000,3.3855,1996-03-08 21:09:03,2019-07-20 12:07:33
243,424,2.5377,1996-03-20 09:19:06,2019-09-29 05:11:48
244,277,2.3755,1996-03-20 09:19:06,2019-11-08 09:16:04
245,239,2.9686,1996-03-28 21:22:21,2019-08-20 00:40:07
246,9739,4.0282,1996-03-01 00:00:00,2019-11-15 01:40:02
247,7144,3.8224,1996-03-01 00:00:00,2019-11-08 17:43:00
248,2866,3.008,1996-03-20 08:24:08,2019-10-09 21:49:30
249,4542,3.6753,1996-03-01 00:00:00,2019-11-15 19:52:53
250,918,3.0752,1996-03-13 19:26:31,2019-11-11 01:39:47
251,341,3.0572,1996-03-28 21:22:21,2019-11-14 16:03:15
252,9280,3.2158,1996-03-01 00:00:00,2019-10-29 14:17:02
253,27577,3.5089,1996-03-01 00:00:00,2019-11-19 20:26:58
254,574,2.9111,1996-03-21 12:17:44,2018-10-21 08:16:28
255,975,2.2779,1996-03-16 08:43:16,2019-03-05 22:29:44
256,9442,2.7018,1996-03-01 00:00:00,2019-11-20 19:10:34
257,3542,3.4075,1996-03-14 04:20:19,2019-11-13 13:42:51
258,1596,2.6281,1996-03-20 14:56:59,2019-11-02 03:47:16
259,1845,3.0602,1996-03-14 04:20:19,2019-10-30 04:04:39
260,68717,4.1202,1996-03-01 00:00:00,2019-11-20 21:05:39
261,9656,3.6276,1996-03-01 00:00:00,2019-11-10 23:20:35
262,4008,3.7653,1996-03-14 17:26:26,2019-11-15 17:30:27
263,368,3.7459,1996-03-18 08:16:11,2019-09-03 16:30:21
264,163,3.3742,1996-03-30 19:11:55,2019-09-03 16:30:21
265,10781,3.9217,1996-02-29 16:14:11,2019-11-21 06:31:11
266,15759,3.5003,1996-03-01 00:00:00,2019-11-16 21:05:49
267,3757,2.8867,1996-03-14 09:05:10,2019-11-17 19:18:43
268,681,3.3062,1996-03-05 08:19:46,2019-08-12 16:17:18
269,550,3.4518,1996-03-28 11:29:37,2019-02-26 11:20:43
270,1185,3.17,1996-03-14 15:09:54,2018-11-24 20:09:58
271,1138,3.3344,1996-03-25 16:37:33,2019-03-16 02:30:53
272,7136,3.7401,1996-03-01 00:00:00,2019-10-02 13:29:15
273,6796,3.1321,1996-03-01 00:00:00,2019-11-17 17:43:53
274,1135,2.8388,1996-03-14 09:05:10,2019-09-07 04:17:00
275,1445,2.7166,1996-03-14 09:05:11,2019-11-16 00:37:17
276,4968,2.9789,1996-03-02 17:52:32,2019-10-03 18:51:21
277,8574,3.4049,1996-03-13 19:26:32,2019-11-20 02:40:43
278,1038,3.0212,1996-03-05 15:08:45,2019-03-09 08:53:36
279,846,3.6974,1996-03-21 12:17:45,2019-11-13 05:15:11
280,4680,3.7172,1996-03-01 00:00:00,2019-09-29 18:08:22
281,3588,3.6614,1996-03-05 15:08:45,2019-10-28 13:59:32
282,10402,3.4094,1996-03-01 00:00:00,2019-11-09 11:30:23
283,222,3.0473,1996-03-28 14:00:36,2019-04-04 05:03:05
284,34,2.8529,1996-04-02 10:46:04,2007-10-02 02:56:26
285,80,2.2688,1996-04-07 07:37:21,2014-01-01 05:06:03
286,98,2.0663,1996-03-28 06:31:27,2017-02-05 23:32:56
287,305,3.2525,1996-03-29 15:50:21,2019-04-16 18:05:20
288,23259,3.2578,1996-03-01 00:00:00,2019-11-20 04:53:24
289,2963,3.3515,1996-03-01 00:00:00,2019-11-14 11:39:11
290,3749,3.9737,1996-03-01 00:00:00,2019-11-20 01:22:26
292,24760,3.4105,1996-03-02 17:52:32,2019-11-18 22:36:50
293,33680,4.0886,1996-03-01 00:00:00,2019-11-20 09:46:14
294,777,3.1602,1996-03-05 08:22:49,2019-10-04 09:51:23
295,420,2.7702,1996-03-28 19:47:11,2018-08-22 00:53:01
296,79672,4.1889,1996-02-29 16:48:44,2019-11-21 05:13:58
297,249,3.1546,1996-04-03 08:13:46,2019-06-14 01:33:24
298,227,3.5242,1996-04-04 15:58:32,2019-09-27 18:47:49
299,2389,3.716,1996-03-13 23:58:39,2019-06-04 22:44:31
300,18997,3.6638,1996-03-01 00:00:00,2019-11-15 03:30:05
301,418,3.5239,1996-03-05 08:19:47,2016-09-06 01:39:12
302,1453,3.7268,1996-03-01 00:00:00,2019-11-08 09:03:06
303,6532,3.0432,1996-03-01 00:00:00,2019-11-13 05:15:11
304,652,3.171,1996-03-03 15:49:10,2018-12-30 03:59:28
305,3105,2.7103,1996-03-01 00:00:00,2019-10-03 02:07:46
306,7058,4.073,1996-03-01 00:00:00,2019-11-12 15:05:04
307,6616,3.9814,1996-03-05 15:08:45,2019-11-19 00:15:21
308,5085,3.9025,1996-03-01 00:00:00,2019-11-12 15:05:03
309,417,3.6223,1996-03-27 16:17:14,2018-01-28 18:25:59
310,231,2.8095,1996-03-02 18:09:18,2019-06-11 08:17:39
311,76,2.6513,1996-04-17 22:45:49,2010-11-03 10:27:04
312,1200,2.6212,1996-03-19 19:10:28,2019-11-20 01:28:14
313,1282,3.0378,1996-03-28 19:47:12,2019-11-10 01:19:44
314,3775,3.8499,1996-03-05 08:19:47,2019-08-21 20:59:53
315,10295,2.8919,1996-02-29 16:48:44,2019-11-17 22:18:37
316,30910,3.3711,1996-03-01 00:00:00,2019-11-19 12:13:24
317,15733,3.1281,1996-03-02 17:52:32,2019-11-17 01:11:52
318,81482,4.4136,1996-03-01 00:00:00,2019-11-21 08:36:40
319,6727,3.7754,1996-02-29 16:48:44,2019-11-05 06:03:40
320,299,3.2408,1996-04-03 08:37:09,2019-07-27 12:16:39
321,834,3.7686,1996-03-05 08:19:47,2019-09-17 20:21:10
322,2800,3.6682,1996-03-16 08:38:50,2019-11-08 00:18:46
324,431,3.6729,1996-03-27 16:17:14,2019-06-21 10:15:14
325,951,2.6462,1996-03-28 19:47:11,2019-11-06 06:12:54
326,1293,4.0797,1996-03-05 08:19:48,2019-11-20 16:37:30
327,6691,2.8165,1996-03-02 23:53:43,2019-11-13 19:54:03
328,2311,3.1463,1996-03-01 00:00:00,2019-10-21 17:17:11
329,24615,3.3227,1996-03-01 00:00:00,2019-11-13 04:14:09
330,1415,2.7894,1996-03-05 15:08:45,2019-09-04 20:16:01
331,495,3.2646,1996-03-08 21:09:05,2019-03-15 21:16:09
332,2038,2.7733,1996-03-21 11:28:07,2019-10-18 12:54:33
333,10852,3.3565,1996-03-14 09:07:20,2019-11-19 17:17:41
334,1495,3.8167,1996-03-01 00:00:00,2019-10-04 23:50:57
335,384,3.2617,1996-03-19 19:08:22,2019-05-13 12:11:15
336,267,2.8352,1996-03-28 17:52:53,2017-10-11 18:29:01
337,17234,3.7512,1996-03-01 00:00:00,2019-11-18 00:16:08
338,4341,2.9855,1996-03-03 15:49:10,2019-11-14 15:07:00
339,22111,3.4994,1996-03-02 17:52:33,2019-11-18 02:48:16
340,1330,3.3774,1996-03-13 19:26:32,2019-07-07 23:20:05
341,352,3.5639,1996-03-24 11:46:55,2017-06-16 04:03:15
342,10735,3.5076,1996-03-08 21:09:04,2019-11-13 11:40:28
343,854,2.6692,1996-03-28 15:05:39,2019-09-25 10:03:55
344,37453,2.9898,1996-03-01 00:00:00,2019-11-19 20:25:33
345,9531,3.6421,1996-03-01 00:00:00,2019-11-20 03:15:17
346,1033,3.41,1996-03-01 00:00:00,2019-10-18 22:29:16
347,1548,3.447,1996-03-01 00:00:00,2019-11-11 21:11:14
348,7399,3.6954,1996-03-01 00:00:00,2019-10-30 00:25:28
349,27766,3.6552,1996-03-01 00:00:00,2019-11-18 02:47:41
350,14696,3.4667,1996-03-01 00:00:00,2019-11-18 04:22:45
351,3322,3.3049,1996-03-01 00:00:00,2019-11-20 01:22:48
352,1228,3.2809,1996-03-01 00:00:00,2019-10-07 19:26:32
353,16219,3.518,1996-03-01 00:00:00,2019-11-12 07:42:00
354,1146,3.1357,1996-05-08 13:14:56,2019-07-04 04:49:40
355,9580,2.4128,1996-03-01 00:00:00,2019-11-10 02:35:16
356,81491,4.048,1996-03-01 00:00:00,2019-11-21 08:42:20
357,26709,3.6408,1996-03-01 00:00:00,2019-11-17 16:55:01
358,2075,3.2518,1996-03-01 00:00:00,2019-09-19 23:29:47
359,256,3.2969,1996-05-21 14:16:23,2019-09-01 20:30:51
360,1915,2.7209,1996-03-01 00:00:00,2019-07-26 12:23:23
361,4809,3.3268,1996-03-01 00:00:00,2019-11-08 23:06:20
362,6993,3.3779,1996-03-01 00:00:00,2019-11-06 09:47:32
363,590,3.9932,1996-03-01 00:00:00,2019-09-03 16:30:20
364,42745,3.8171,1996-03-01 00:00:00,2019-11-20 02:47:07
365,1708,3.1569,1996-03-01 00:00:00,2019-11-13 05:15:10
366,2660,2.978,1996-05-08 19:20:46,2019-11-16 19:23:06
367,34621,3.183,1996-03-01 00:00:00,2019-11-20 19:19:52
368,16475,3.4128,1996-03-01 00:00:00,2019-11-17 02:00:47
369,1010,3.2886,1996-03-01 00:00:00,2019-04-08 22:30:36
370,13958,2.9789,1996-03-01 00:00:00,2019-11-16 21:06:36
371,3915,3.2587,1996-03-01 00:00:00,2019-11-08 00:10:19
372,7415,3.25,1996-03-01 00:00:00,2019-11-08 17:48:23
373,3265,3.7691,1996-03-01 00:00:00,2019-11-01 01:37:43
374,4953,2.4219,1996-05-21 13:55:24,2019-11-13 05:15:11
375,230,3.2804,1996-05-23 21:09:34,2017-08-01 21:53:13
376,10374,3.2755,1996-03-01 00:00:00,2019-11-03 21:44:25
377,41302,3.4812,1996-03-01 00:00:00,2019-11-21 04:08:55
378,2125,3.1332,1996-03-01 00:00:00,2019-09-01 19:31:39
379,5362,2.7243,1996-03-01 00:00:00,2019-11-17 17:21:24
380,41673,3.4923,1996-03-01 00:00:00,2019-11-19 20:25:51
381,4476,3.3906,1996-03-01 00:00:00,2019-10-03 18:51:18
382,5077,3.0407,1996-03-01 00:00:00,2019-11-20 02:53:23
383,4717,3.1999,1996-03-01 00:00:00,2019-11-06 10:01:06
384,694,2.951,1996-03-28 21:22:19,2019-07-02 04:17:53
385,116,3.556,1996-03-01 00:00:00,2017-09-07 18:53:36
386,333,2.8213,1996-10-28 01:08:52,2019-11-20 01:35:22
387,648,2.6528,1996-05-13 12:31:44,2019-07-19 03:00:56
388,509,3.5393,1996-10-23 22:17:29,2018-07-01 13:12:28
389,187,3.4759,1996-06-27 10:19:17,2018-10-10 13:24:15
390,841,3.4073,1996-03-01 00:00:00,2019-11-18 04:24:29
391,397,3.1877,1996-05-21 14:18:53,2019-11-20 01:33:51
392,253,3.3498,1996-05-21 14:20:07,2019-10-31 01:34:39
393,2222,1.9003,1996-06-19 10:43:24,2019-11-14 01:12:49
394,132,3.3144,1996-06-23 04:04:38,2019-10-22 04:18:00
395,12,3.1667,1996-10-23 11:11:37,2010-02-05 19:45:04
